2.161457142857143026e+03,2.871857142857142662e+03,1.401085714285714175e+03,2.545228571428571286e+03,1.983914285714285825e+03,4.089285714285714221e+03,4.095000000000000000e+03,1.746000000000000000e+03,2.020799999999999955e+03,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.226978260869565020e+03,2.892195652173913004e+03,1.279543478260869506e+03,2.492478260869565020e+03,2.025891304347826008e+03,4.032195652173913004e+03,4.095000000000000000e+03,1.595739130434782510e+03,1.963260869565217490e+03,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.229413043478260988e+03,2.880108695652173992e+03,1.265152173913043498e+03,2.473173913043478478e+03,2.016391304347826008e+03,3.771586956521739012e+03,4.095000000000000000e+03,1.432500000000000000e+03,1.798782608695652243e+03,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.239052631578947512e+03,2.909157894736842081e+03,1.178131578947368325e+03,2.478526315789473756e+03,2.030815789473684163e+03,3.264342105263157919e+03,4.095000000000000000e+03,1.429578947368421041e+03,1.799157894736842081e+03,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.211756756756756658e+03,2.978216216216216253e+03,1.178000000000000000e+03,2.534243243243243342e+03,2.167135135135134988e+03,3.314864864864865012e+03,4.095000000000000000e+03,1.465648648648648759e+03,1.611027027027027088e+03,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.751052631578947285e+03,2.895500000000000000e+03,1.133500000000000000e+03,2.344842105263157919e+03,2.058315789473684163e+03,3.229657894736842081e+03,4.095000000000000000e+03,1.412447368421052715e+03,1.464578947368421041e+03,6.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.487736842105263122e+03,2.892657894736842081e+03,1.126315789473684163e+03,2.266263157894736651e+03,2.014763157894736878e+03,3.211263157894736651e+03,4.095000000000000000e+03,1.403263157894736878e+03,1.453157894736842081e+03,7.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.467380952380952294e+03,2.712333333333333485e+03,1.110285714285714221e+03,2.245976190476190368e+03,2.000214285714285779e+03,3.174642857142857338e+03,4.095000000000000000e+03,1.385500000000000000e+03,1.432547619047619037e+03,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.997552631578947285e+03,2.679789473684210407e+03,1.247078947368421041e+03,2.418394736842105431e+03,1.840605263157894797e+03,3.998578947368421268e+03,4.095000000000000000e+03,1.636026315789473756e+03,1.850684210526315837e+03,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
2.168437500000000000e+03,2.818312500000000000e+03,1.232656250000000000e+03,2.423062500000000000e+03,1.954062500000000000e+03,3.966312500000000000e+03,4.095000000000000000e+03,1.552031250000000000e+03,1.906062500000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
