1909.128205128205,2520.3076923076924,1112.2307692307693,2026.4102564102564,1762.8461538461538,3599.1794871794873,3408.3846153846152,1373.5128205128206,1692.871794871795,1.0,1.0,0.0
1880.2368421052631,2471.7631578947367,1072.6842105263158,1975.2894736842106,1872.578947368421,3388.684210526316,3617.0789473684213,1200.842105263158,1584.6315789473683,2.0,1.0,0.0
1876.4545454545455,2465.3939393939395,981.6666666666666,1956.6666666666667,1871.8181818181818,2865.4242424242425,3723.4545454545455,1168.5151515151515,1496.8181818181818,3.0,1.0,0.0
1806.0,2513.162162162162,934.3783783783783,1940.8108108108108,1855.7567567567567,2772.108108108108,3823.3513513513512,1161.4054054054054,1385.2702702702702,4.0,1.0,0.0
1637.6896551724137,2487.655172413793,932.551724137931,1843.9655172413793,1875.2068965517242,2765.6206896551726,3835.4137931034484,1159.9310344827586,1190.0689655172414,5.0,1.0,0.0
1236.138888888889,2489.6388888888887,952.1111111111111,1818.9444444444443,1891.7777777777778,2788.8888888888887,3856.8333333333335,1182.111111111111,1208.888888888889,6.0,1.0,0.0
1213.0,2461.9714285714285,939.2,1785.3142857142857,1866.142857142857,2764.057142857143,3834.657142857143,1167.6857142857143,1191.6,7.0,1.0,0.0
1203.8,2194.2285714285713,936.2571428571429,1777.0857142857142,1863.6571428571428,2752.114285714286,3720.285714285714,1163.6285714285714,1183.142857142857,8.0,1.0,0.0
1841.6285714285714,2435.6857142857143,1068.2,1951.2285714285715,1697.3428571428572,3462.2,3278.4285714285716,1329.942857142857,1640.4,1.0,2.0,0.0
1853.125,2428.3958333333335,1059.3541666666667,1937.5208333333333,1813.4791666666667,3358.3333333333335,3550.6666666666665,1185.9583333333333,1617.4375,2.0,2.0,0.0
1899.0,2476.404761904762,980.1190476190476,1934.9285714285713,1824.5,2894.0476190476193,3605.4523809523807,1163.1666666666667,1491.095238095238,3.0,2.0,0.0
1775.05,2564.0,931.975,1935.1,1860.3,2763.85,3794.4,1158.625,1427.1,4.0,2.0,0.0
