03998	04095	04047	04095	04095	04095	04095	04095	04095	
03986	04095	04040	04095	04095	04095	04095	04095	04095	
03994	04095	04045	04095	04095	04095	04095	04095	04095	
04001	04095	04051	04095	04095	04095	04095	04095	04095	
03989	04095	04044	04095	04095	04095	04095	04095	04095	
03990	04095	04042	04095	04095	04095	04095	04095	04095	
04003	04095	04049	04095	04095	04095	04095	04095	04095	
03994	04095	04045	04095	04095	04095	04095	04095	04095	
03985	04095	04037	04095	04095	04095	04095	04095	04095	
03996	04095	04042	04095	04095	04095	04095	04095	04095	
03993	04095	04042	04095	04095	04095	04095	04095	04095	
03978	04095	04033	04095	04095	04095	04095	04095	04095	
03983	04095	04033	04095	04095	04095	04095	04095	04095	
03988	04095	04039	04095	04095	04095	04095	04095	04095	
03976	04095	04031	04095	04095	04095	04095	04095	04095	
03975	04095	04028	04095	04095	04095	04095	04095	04095	
03987	04095	04035	04095	04095	04095	04095	04095	04095	
03980	04095	04032	04095	04095	04095	04095	04095	04095	
03972	04095	04027	04095	04095	04095	04095	04095	04095	
03985	04095	04034	04095	04095	04095	04095	04095	04095	
03986	04095	04036	04095	04095	04095	04095	04095	04095	
03974	04095	04028	04095	04095	04095	04095	04095	04095	
03981	04095	04030	04095	04095	04095	04095	04095	04095	
03989	04095	04035	04095	04095	04095	04095	04095	04095	
03977	04095	04030	04095	04095	04095	04095	04095	04095	
03978	04095	04030	04095	04095	04095	04095	04095	04095	
03993	04095	04042	04095	04095	04095	04095	04095	04095	
03989	04095	04041	04095	04095	04095	04095	04095	04095	
03985	04095	04038	04095	04095	04095	04095	04095	04095	
03999	04095	04046	04095	04095	04095	04095	04095	04095	
04001	04095	04048	04095	04095	04095	04095	04095	04095	
03973	04095	04028	04095	04095	04095	04095	04095	04095	
03692	03902	03600	03857	03703	04095	04095	03738	03798	
03368	03673	03115	03587	03275	04095	04095	03330	03439	
03006	03421	02598	03294	02832	04095	04095	02898	03051	
02644	03163	02082	02993	02376	04095	04095	02454	02647	
02300	02903	01577	02688	01920	04095	04095	02004	02238	
02219	02835	01484	02620	01856	04095	04095	01911	02123	
02181	02803	01443	02580	01827	04095	04095	01867	02065	
02167	02792	01424	02568	01817	04095	04095	01847	02039	
02161	02787	01414	02566	01815	04095	04095	01840	02024	
02153	02781	01407	02566	01809	04095	04095	01836	02012	
02149	02778	01400	02569	01806	04095	04095	01833	02003	
02146	02774	01395	02570	01802	04095	04095	01831	01996	
02137	02767	01388	02559	01796	04095	04095	01823	01985	
02133	02763	01383	02546	01793	04095	04095	01815	01978	
02135	02765	01383	02540	01796	04095	04095	01812	01978	
02130	02760	01380	02532	01792	04095	04095	01807	01973	
02127	02756	01377	02532	01791	04095	04095	01806	01970	
02130	02760	01378	02542	01794	04095	04095	01811	01971	
02129	02759	01376	02550	01792	04095	04095	01813	01969	
02125	02754	01373	02548	01787	04095	04095	01812	01963	
02127	02755	01373	02545	01789	04095	04095	01810	01961	
02128	02757	01373	02537	01790	04095	04095	01806	01958	
02122	02752	01370	02522	01785	04095	04095	01799	01953	
02121	02751	01369	02516	01785	04095	04095	01797	01953	
02123	02753	01369	02522	01787	04095	04095	01799	01954	
02120	02750	01368	02527	01783	04095	04095	01801	01954	
02119	02749	01367	02533	01783	04095	04095	01805	01954	
02124	02754	01370	02542	01787	04095	04095	01810	01958	
02125	02756	01371	02540	01788	04095	04095	01809	01957	
02122	02754	01370	02529	01787	04095	04095	01806	01956	
02126	02757	01372	02525	01792	04095	04095	01806	01957	
02129	02759	01373	02526	01793	04095	04095	01807	01958	
02126	02756	01371	02526	01791	04095	04095	01807	01955	
02127	02756	01371	02535	01791	04095	04095	01810	01956	
02131	02760	01373	02547	01794	04095	04095	01815	01958	
02129	02759	01372	02548	01791	04095	04095	01815	01956	
02127	02758	01371	02539	01789	04095	04095	01811	01955	
02129	02760	01373	02535	01791	04095	04095	01809	01957	
02129	02760	01373	02527	01791	04095	04095	01808	01957	
02125	02756	01371	02520	01787	04095	04095	01805	01954	
02127	02757	01372	02525	01789	04095	04095	01806	01956	
02129	02759	01373	02535	01790	04095	04095	01809	01957	
02124	02755	01371	02538	01781	04095	04095	01810	01953	
02122	02753	01369	02537	01780	04095	04095	01809	01951	
02124	02754	01368	02533	01783	04095	04095	01808	01953	
02119	02751	01366	02521	01781	04095	04095	01804	01949	
02115	02746	01363	02510	01779	04095	04095	01799	01945	
02119	02750	01365	02510	01788	04095	04095	01799	01947	
02120	02750	01366	02517	01789	04095	04095	01801	01947	
02117	02747	01366	02522	01786	04095	04095	01802	01944	
02121	02750	01367	02533	01789	04095	04095	01805	01945	
02125	02754	01369	02539	01791	04095	04095	01807	01947	
02120	02750	01367	02531	01788	04095	04095	01804	01945	
02119	02749	01366	02523	01788	04095	04095	01801	01944	
02123	02753	01368	02521	01791	04095	04095	01800	01947	
02121	02753	01367	02518	01791	04095	04095	01800	01947	
02118	02750	01366	02519	01789	04095	04095	01800	01946	
02124	02755	01369	02531	01792	04095	04095	01804	01950	
02126	02758	01370	02538	01793	04095	04095	01807	01953	
02123	02756	01370	02535	01793	04095	04095	01808	01953	
02126	02758	01373	02534	01796	04095	04095	01809	01956	
02132	02763	01376	02534	01801	04095	04095	01811	01960	
02129	02761	01373	02525	01799	04095	04095	01809	01958	
02129	02762	01374	02526	01800	04095	04095	01811	01958	
02135	02766	01376	02536	01804	04095	04095	01814	01962	
02134	02766	01375	02541	01801	04095	04095	01816	01960	
02131	02764	01374	02542	01799	04095	04095	01816	01959	
02133	02766	01375	02545	01802	04095	04095	01817	01960	
02132	02765	01374	02539	01802	04095	04095	01814	01959	
02125	02760	01371	02526	01797	04095	04095	01809	01955	
02129	02763	01373	02528	01803	04095	04095	01811	01959	
02132	02763	01373	02529	01803	04095	04095	01811	01959	
02129	02760	01371	02532	01801	04095	04095	01811	01957	
02130	02761	01372	02539	01802	04095	04095	01814	01958	
02137	02768	01376	02551	01808	04095	04095	01821	01962	
02135	02765	01376	02548	01805	04095	04095	01820	01961	
02132	02765	01377	02543	01805	04095	04095	01819	01961	
02136	02770	01381	02542	01810	04095	04095	01820	01966	
02144	02781	01388	02550	01818	04095	04095	01828	01974	
02143	02780	01388	02550	01819	04095	04095	01829	01975	
02370	03045	01632	02859	02190	04095	04095	02123	02213	
02675	03311	02009	03175	02649	04095	04095	02537	02551	
02997	03576	02429	03488	03102	04095	04095	02989	02923	
03323	03832	02864	03789	03553	04095	04095	03437	03314	
03673	04095	03326	04095	04008	04095	04095	03888	03729	
03793	04095	03552	04095	04095	04095	04095	04048	03915	
03836	04095	03659	04095	04095	04095	04095	04091	04005	
03875	04095	03735	04095	04095	04095	04095	04095	04058	
03902	04095	03789	04095	04095	04095	04095	04095	04087	
03903	04095	03817	04095	04095	04095	04095	04095	04095	
03915	04095	03844	04095	04095	04095	04095	04095	04095	
03935	04095	03873	04095	04095	04095	04095	04095	04095	
03934	04095	03887	04095	04095	04095	04095	04095	04095	
03935	04095	03897	04095	04095	04095	04095	04095	04095	
03955	04095	03919	04095	04095	04095	04095	04095	04095	
03960	04095	03931	04095	04095	04095	04095	04095	04095	
03953	04095	03935	04095	04095	04095	04095	04095	04095	
03965	04095	03949	04095	04095	04095	04095	04095	04095	
03975	04095	03961	04095	04095	04095	04095	04095	04095	
03965	04095	03960	04095	04095	04095	04095	04095	04095	
03967	04095	03965	04095	04095	04095	04095	04095	04095	
03982	04095	03978	04095	04095	04095	04095	04095	04095	
03976	04095	03978	04095	04095	04095	04095	04095	04095	
03969	04095	03976	04095	04095	04095	04095	04095	04095	
03982	04095	03988	04095	04095	04095	04095	04095	04095	
03983	04095	03994	04095	04095	04095	04095	04095	04095	
03971	04095	03990	04095	04095	04095	04095	04095	04095	
03979	04095	03997	04095	04095	04095	04095	04095	04095	
03989	04095	04006	04095	04095	04095	04095	04095	04095	
03976	04095	03998	04095	04095	04095	04095	04095	04095	
03974	04095	03996	04095	04095	04095	04095	04095	04095	
03985	04095	04004	04095	04095	04095	04095	04095	04095	
03977	04095	04001	04095	04095	04095	04095	04095	04095	
03967	04095	03995	04095	04095	04095	04095	04095	04095	
03980	04095	04004	04095	04095	04095	04095	04095	04095	
03982	04095	04009	04095	04095	04095	04095	04095	04095	
03973	04095	04005	04095	04095	04095	04095	04095	04095	
03986	04095	04016	04095	04095	04095	04095	04095	04095	
04003	04095	04032	04095	04095	04095	04095	04095	04095	
04003	04095	04037	04095	04095	04095	04095	04095	04095	
04014	04095	04048	04095	04095	04095	04095	04095	04095	
04037	04095	04062	04095	04095	04095	04095	04095	04095	
04038	04095	04065	04095	04095	04095	04095	04095	04095	
