01586	02592	01444	02358	01976	03302	03554	01540	01786	
01590	02596	01448	02358	01995	03288	03557	01544	01791	
01595	02602	01452	02361	01999	03293	03563	01547	01795	
01593	02599	01451	02358	01996	03291	03558	01545	01793	
01591	02596	01449	02359	01994	03288	03558	01546	01793	
01595	02599	01451	02367	01999	03290	03560	01546	01795	
01593	02597	01449	02367	01996	03289	03559	01545	01793	
01587	02587	01443	02358	01989	03279	03549	01539	01786	
01584	02585	01441	02355	01987	03274	03544	01535	01782	
01581	02581	01437	02352	01984	03269	03538	01530	01777	
01573	02572	01429	02343	01974	03258	03530	01523	01769	
01569	02567	01423	02342	01971	03251	03524	01518	01763	
01568	02568	01422	02349	01971	03252	03525	01517	01763	
01569	02570	01422	02351	01971	03255	03528	01519	01765	
01573	02573	01426	02354	01975	03262	03532	01523	01768	
01583	02585	01435	02363	01986	03274	03543	01531	01777	
01590	02593	01441	02367	01990	03281	03551	01537	01783	
01596	02597	01446	02369	01993	03284	03556	01541	01788	
01603	02603	01449	02374	01997	03288	03561	01544	01796	
01607	02606	01450	02376	01998	03288	03562	01544	01801	
01604	02600	01446	02368	01991	03283	03555	01541	01801	
01604	02599	01446	02366	01991	03283	03552	01540	01804	
01608	02605	01450	02369	01994	03287	03556	01543	01810	
01607	02606	01452	02367	01994	03289	03559	01544	01813	
01606	02606	01453	02364	01993	03290	03560	01546	01815	
01612	02616	01458	02374	02002	03299	03568	01551	01822	
01614	02620	01460	02377	02002	03301	03572	01552	01824	
01611	02617	01457	02373	01999	03298	03566	01549	01824	
01612	02617	01456	02373	01999	03297	03563	01547	01823	
01614	02618	01457	02374	02001	03297	03562	01546	01823	
01606	02608	01451	02361	01992	03287	03552	01540	01816	
01604	02604	01449	02354	01991	03283	03547	01538	01815	
01606	02605	01450	02355	01993	03285	03551	01538	01814	
01601	02599	01447	02349	01987	03279	03548	01536	01810	
01596	02591	01442	02343	01980	03272	03544	01532	01805	
01599	02593	01442	02348	01982	03273	03546	01531	01806	
01598	02591	01440	02349	01981	03273	03546	01529	01805	
01592	02582	01435	02340	01974	03265	03536	01524	01799	
